PDB_ID,Experimental,DELTA_TOTAL,VDWAALS,EEL,EPB,ENPOLAR
5fp0,,-49.363,-51.201,-4.536,10.864,-4.49
5hkg,,-51.012,-49.759,-10.403,14.238,-5.088
5ehy,,-30.482,-30.613,-3.658,7.017,-3.227
4n8r,,-46.409,-45.294,-4.046,7.548,-4.617
5byz,,-51.692,-52.551,-7.105,12.844,-4.88
5nrf,,-45.165,-46.109,-7.796,13.305,-4.565
2rgo,,-102.159,-105.783,-28.12,39.115,-7.371
3cyl,,-43.401,-42.384,-0.152,3.832,-4.698
1jcm,,-31.014,-26.95,-28,27.682,-3.746
3qkz,,-70.887,-71.923,-33.996,41.218,-6.187
4w4v,,-58.546,-58.479,-12.618,17.365,-4.815
4alh,,-22.293,-21.433,-2.134,3.907,-2.633
2foj,,-30.746,-28.869,-7.756,9.77,-3.892
1hhk,,-100.999,-89.616,-77.584,75.4,-9.199
1riu,,-34.839,-32.493,-18.917,19.877,-3.306
1xyy,,-48.522,-45.556,-17.31,18.348,-4.004
3ihg,,-55.55,-57.797,-8.836,15.47,-4.386
1thn,,-14.735,-14.819,-5.297,7.443,-2.063
5dyb,,-48.706,-47.479,-5.558,8.396,-4.065
1h66,,-22.469,-22.766,-2.117,5.033,-2.619
4mx1,,-45.307,-44.322,-14.782,17.88,-4.083
2hfp,,-65.737,-67.167,-6.992,14.235,-5.813
2ham,,-74.261,-71.576,-9.179,12.429,-5.934
5zfb,,-52.389,-53.459,-4.316,10.42,-5.034
2vlf,,-28.188,-27.735,-20.925,23.998,-3.526
1udh,,-18.603,-15.212,-9.881,8.064,-1.574
3rgf,,-62.199,-61.056,-11.158,15.109,-5.093
2yee,,-20.701,-20.827,-3.037,5.577,-2.414
6afr,,-21.222,-21.127,-1.312,3.976,-2.76
3nnt,,-22.878,-18.927,-18.811,16.939,-2.079
5ddk,,-53.598,-56.705,-17.356,26.839,-6.375
5mai,,-57.911,-57.279,-10.505,15.134,-5.261
1md3,,-25.652,-24.363,-11.242,13.037,-3.083
1exb,,-75.015,-76.873,-25.553,34.077,-6.666
1juv,,-59.014,-58.197,-23.027,28.101,-5.891
4dw6,,-63.179,-62.795,-6.143,10.471,-4.712
4x6k,,-21.565,-16.749,-72.407,70.296,-2.705
5yj6,,-69.494,-71.013,-11.88,22.164,-8.764
3u2l,,-73.987,-73.809,-21.32,28.288,-7.146
5lyk,,-20.495,4.199,-148.228,125.231,-1.697
5mji,,-25.355,-23.424,-30.388,31.452,-2.995
3wcc,,-61.879,-62.27,-6.127,11.705,-5.186
5ibp,,-52.062,-36.372,-85.948,74.847,-4.588
5tlx,,-34.219,-34.199,-3.208,6.333,-3.146
4fok,,-48.062,-51.357,-22.948,31.652,-5.408
1jkj,,-53.119,-53.531,-14.137,20.407,-5.858
3vjn,,-34.658,-33.374,-22.265,25.36,-4.379
1flv,,-57.226,-54.924,-19.796,21.619,-4.125
2x6m,,-43.882,-22.401,-162.114,144.259,-3.626
2g24,,-38.093,-38.715,-4.497,9.329,-4.209
4h1u,,-17.312,-3.502,-101.44,89.75,-2.12
4umd,,-12.427,-9.974,-15.986,15.647,-2.114
5o0h,,-33.245,-33.197,-7.199,10.471,-3.321
1lpd,,-20.492,-19.464,-7.235,8.012,-1.805
6fyb,,-86.24,-87.31,-27.775,36.157,-7.313
4ide,,-18.106,-18.008,-4.698,6.687,-2.088
4men,,-31.973,-31.355,-2.856,5.676,-3.437
2rto,,-31.213,-28.594,-15.376,15.84,-3.083
2wyc,,-37.928,-37.027,-6.845,9.336,-3.392
4qx6,,-57.654,-59.081,-17.597,24.474,-5.451
6cbo,,-36.661,-41.513,-20.548,30.67,-5.27
3tn7,,-63.827,-68.337,-14.149,24.873,-6.215
2lbd,,-50.752,-47.378,-9.78,10.693,-4.287
1kqc,,-22.991,-21.922,-9.547,11.306,-2.829
4bii,,-56.401,-57.506,-9.973,16.762,-5.684
3rnm,,-97.788,-98.796,-30.709,39.121,-7.405
3g2q,,-34.965,-32.119,-20.503,21.666,-4.009
2i5c,,-6.716,-7.307,-7.848,10.263,-1.824
5wmq,,-118.542,-94.083,-157.074,143.803,-11.188
1fl2,,-85.843,-91.706,-21.273,34.717,-7.581
5dd9,,-35.359,-36.614,-5.441,10.097,-3.401
5jfv,,-64.507,-63.713,-9.023,13.494,-5.265
1r5c,,-29.732,-28.145,-12.728,14.808,-3.667
3q2k,,-64.759,-61.65,-34.338,37.545,-6.316
3ewp,,-52.965,-54.652,-15.802,22.666,-5.177
6gar,,-5.005,-4.508,-7.148,8.14,-1.489
1z6t,,-38.124,-40.501,-14.608,21.059,-4.074
4glj,,-37.276,-35.809,-32.616,35.612,-4.463
4ref,,-27.226,-27.593,-5.88,9.28,-3.033
1fec,,-85.631,-92.16,-30.787,44.911,-7.595
3qp4,,-44.796,-43.239,-8.817,11.157,-3.897
2no9,,-24.936,-23.347,-12.321,13.38,-2.648
1epb,,-44.953,-42.719,-5.734,7.997,-4.497
1i38,,-47.869,-47.307,-4.888,7.812,-3.487
4eh9,,-30.613,-30.889,-5.908,9.814,-3.631
1r38,,-69.939,-65.898,-48.662,51.199,-6.577
4kas,,-24.384,-25.191,-16.353,20.377,-3.217
2rhr,,-29.397,-30.067,-4.001,7.762,-3.09
1jhy,,-9.847,-13.09,-2.714,7.792,-1.834
2bxp,,-41.698,-40.741,-8.647,11.697,-4.008
5x2z,,-36.892,-38.957,-12.445,18.359,-3.849
2a8y,,-39.73,-39.671,-11.695,14.97,-3.335
6fhy,,-24.592,-23.686,-6.447,8.353,-2.812
2b4q,,-63.667,-62.875,-31.647,36.814,-5.96
6i55,,-47.123,-47.113,-7.372,11.127,-3.765
1vht,,-45.964,-43.677,-23.408,26.444,-5.323
3gcz,,-43.145,-39.725,-29.748,30.462,-4.135
5ke0,,-48.303,-45.814,-10.581,12.529,-4.437
4yau,,-27.295,-28.058,-7.687,11.622,-3.172
5aln,,-37.097,-37.233,-1.916,5.406,-3.353
5mys,,-52.218,-53.083,-3.708,8.367,-3.794
3vqr,,-94.879,-93.022,-41.299,47.037,-7.595
5hoa,,-52.666,-53.928,-6.545,12.596,-4.788
4cgf,,-19.243,-18.761,-3.072,4.919,-2.328
3lev,,-22.772,-23.321,-9.309,13.102,-3.243
1i1m,,-13.698,-12.631,-10.286,11.309,-2.089
4piv,,-53.662,-52.627,-10.721,14.97,-5.284
4udc,,-56.033,-55.172,-10.448,13.607,-4.019
6gxd,,-8.643,-7.335,-7.885,7.756,-1.179
1uwl,,-82.676,-80.632,-46.335,50.495,-6.203
1i7r,,-91.041,-85.617,-70.215,74.262,-9.471
1wrp,,-21.078,-18.095,-14.097,13.681,-2.567
6gi7,,-48.96,-54.512,0,6.957,-1.405
5g09,,-35.611,-37.704,-9.083,15.07,-3.894
3w6g,,-9.326,-10.624,0,1.08,0.218
4hej,,-47.071,-51.454,0,5.243,-0.86
2qg4,,-39.506,-43.649,0,5.288,-1.145
4bw2,,-37.797,-40.513,0,3.434,-0.718
2iz1,,-12.561,-12.871,-5.653,8.158,-2.196
3nks,,-44.459,-46.96,0,3.585,-1.084
4zgp,,-35.148,-41.068,0,7.098,-1.177
5swn,,-10.715,-12.726,0,2.157,-0.147
3v8m,,-24.365,-27.342,0,3.132,-0.155
4cjk,,-19.952,-22.295,0,1.949,0.394
2wi4,,-37.018,-36.616,-6.034,9.551,-3.919
1h9a,,-43.204,-48.745,0,5.921,-0.38
5mb7,,-23.697,-26.164,0,2.691,-0.224
3t50,,-53.021,-56.358,0,4.664,-1.327
4i42,,-65.515,-64.513,-22.405,27.592,-6.19
4wdx,,-48.838,-49.074,-7.617,11.609,-3.755
4zy3,,-49.481,-50.183,-11.392,16.807,-4.713
5vqs,,-71.3,-71.421,-8.632,14.245,-5.492
1rvv,,-26.111,-21.523,-16.999,15.161,-2.75
1jra,,-73.923,-79.4,0,7.062,-1.584
6b6e,,-38.949,-46.477,0,7.992,-0.464
3udg,,-25.164,-25.911,-7.365,11.061,-2.949
3gb5,,-26.353,-29.908,0,3.6,-0.045
4hxk,,-26.423,-28.111,0,2.355,-0.666
2p20,,-45.626,-52.908,0,8.585,-1.303
1zzl,,-47.483,-47.101,-5.145,8.634,-3.871
1l5k,,-13.955,-16.13,0,2.586,-0.41
4bbf,,-63.566,-68.321,0,6.189,-1.433
2gtk,,-57.955,-61.903,0,5.645,-1.697
3hvf,,-24.149,-27.8,0,3.815,-0.164
6s2s,,-41.533,-46.287,0,6.062,-1.308
3nmp,,-37.688,-37.087,-7.606,10.39,-3.386
3pvt,,-65.438,-74.502,0,11.091,-2.027
1zaj,,-25.641,-23.972,-20.241,21.617,-3.045
5tjh,,-39.342,-39.089,-29.875,34.574,-4.951
3ho9,,-40.764,-44.671,0,4.834,-0.927
1e7r,,-64.083,-71.135,0,8.723,-1.671
6dhq,,-18.425,-18.15,-17.087,19.635,-2.823
3pxu,,-55.992,-53.729,-24.414,28.107,-5.956
3w4i,,-20.686,-18.412,-10.678,10.017,-1.613
3v7w,,-17.402,-20.208,0,2.589,0.216
4wtu,,-37.123,-41.078,0,5.043,-1.089
6dvi,,-60.941,-68.459,0,8.836,-1.318
5dxp,,-45.76,-44.612,-3.742,6.516,-3.922
5ngr,,-22.932,-21.954,-7.827,9.239,-2.39
6gnt,,-67.858,-75.792,0,9.784,-1.85
3dn0,,-20.843,-20.234,-0.029,1.201,-1.781
3em0,,-50.482,-54.373,0,5.326,-1.435
3i3a,,-25.389,-29.429,0,3.122,0.917
4au1,,-38.287,-37.646,-16.855,20.714,-4.5
5am3,,-59.305,-66.01,0,8.244,-1.539
3sg8,,-61.097,-66.563,0,6.732,-1.265
5hzx,,-29.348,-29.029,-4.944,8.091,-3.465
3thr,,-19.394,-18.473,-6.033,7.544,-2.432
4k84,,-79.714,-82.824,0,5.506,-2.396
1iye,,-38.747,-46.856,0,9.106,-0.998
6hrw,,-46.258,-48.921,0,3.524,-0.862
2i3g,,-47.824,-53.023,0,6.222,-1.023
1z7j,,-21.714,-21.422,-1.491,3.565,-2.366
1vyw,,-40.217,-39.219,-6.436,9.257,-3.818
4qp7,,-25.85,-28.068,0,2.891,-0.673
4uyh,,-42.434,-40.989,-4.329,7.383,-4.499
5ai9,,-52.557,-52.125,-5.199,9.27,-4.503
6rk7,,-25.008,-25.012,-13.754,16.963,-3.204
5t3o,,-14.119,-13.757,-13.742,15.952,-2.572
6gna,,-72.631,-75.749,-22.931,32.94,-6.891
3zlk,,-39.975,-40.629,-7.829,12.249,-3.766
2bfv,,-48.676,-48.332,-8.137,12.463,-4.67
3bxo,,-39.159,-40.875,-11.135,17.384,-4.533
3pbd,,-14.651,-15.633,-1.616,4.657,-2.06
4rss,,-50.872,-52.447,-4.384,10.854,-4.894
3tlz,,-20.128,-20.524,-11.033,14.346,-2.916
1iuv,,-19.573,-18.349,-8.508,9.071,-1.787
4cy8,,-92.507,-96.553,-24.324,35.876,-7.506
5exs,,-40.867,-39.866,-26.113,29.527,-4.415
2oo8,,-66.056,-66.242,-4.723,10.889,-5.979
2bsy,,-24.768,-23.601,-18.071,19.804,-2.899
2e5d,,-17.641,-17.901,-4.07,6.238,-1.908
3etd,,-20.242,-20.606,-1.932,4.62,-2.323
1lcz,,-45.355,-42.298,-15.275,16.453,-4.235
5y2o,,-49.305,-49.198,-6.595,11.135,-4.648
2oah,,-68.092,-69.402,-15.375,22.356,-5.671
3onc,,-39.818,-39.828,-6.806,10.515,-3.699
4eh7,,-43.228,-43.867,-5.303,9.645,-3.703
1uyk,,-41.951,-42.118,-5.013,9.318,-4.138
2ydu,,-31.742,-30.348,-11.158,12.401,-2.638
1xvv,,-70.059,-68.682,-34.238,40.357,-7.496
2ev2,,-52.777,-49.596,-4.981,6.685,-4.885
5ull,,-47.528,-46.133,-18.573,21.245,-4.067
3tyx,,-22.465,-22.016,-16.439,19.056,-3.066
2w1h,,-30.067,-32.014,-8.789,14.348,-3.613
5orb,,-28.867,-28.111,-6.77,9.144,-3.13
3vtf,,-45.595,-47.376,-21.01,27.668,-4.876
5er0,,-80.812,-80.949,-25.288,33.303,-7.878
3ex2,,-22.913,-22.26,-15.361,18.045,-3.337
4w59,,-35.828,-34.835,-0.335,2.088,-2.746
4o9c,,-44.678,-45.94,-12.924,19.251,-5.065
5y9m,,-16.663,-16.992,-3.244,5.333,-1.76
1q2d,,-59.053,-60.377,-19.793,27.218,-6.101
4nb5,,-49.034,-49.1,-6.222,11.537,-5.248
5h2d,,-59.518,-61.461,-3.709,10.859,-5.208
1wma,,-29.154,-30.077,-5.804,10.315,-3.589
2rbr,,-24.391,-23.901,-2.939,4.508,-2.059
5ddb,,-40.259,-41.192,-5.244,9.839,-3.663
6i6t,,-19.26,-19.234,-4.779,7.113,-2.361
3x0v,,-21.218,-21.502,-9.865,13.251,-3.102
5yjk,,-54.442,-53.94,-10.241,14.791,-5.052
1oip,,-70.178,-69.238,-2.933,8.057,-6.063
3oty,,-57.987,-54.771,-69.382,73.438,-7.272
6enq,,-50.892,-53.679,-5.083,12.598,-4.728
2nm2,,-13.8,-10.81,-15.278,14.465,-2.177
1x7h,,-63.323,-64.872,-21.347,29.266,-6.37
2qr9,,-47.813,-49.074,-4.292,10.003,-4.451
1j1g,,-29.116,-24.804,-18.035,16.823,-3.1
2yg4,,-98.293,-100.643,-28.902,38.664,-7.411
4xye,,-65.02,-68.979,-27.676,37.97,-6.335
4r6e,,-45.409,-44.749,-8.484,11.906,-4.083
5fsi,,-40.305,-38.451,-26.605,29.18,-4.429
4c7k,,-50.115,-51.39,-7.833,13.572,-4.465
4qg7,,-49.893,-47.482,-13.675,15.893,-4.63
4a9c,,-26.398,-25.772,-17.659,21.001,-3.968
2af9,,-27.515,-25.649,-4.822,6.455,-3.499
4tnb,,-33.6,-34.495,-10.263,14.6,-3.443
2vtn,,-35.061,-36.915,-6.381,11.454,-3.219
2aoa,,-36.724,-33.656,-18.49,19.708,-4.286
6q4b,,-16.411,-16.957,-1.087,3.191,-1.558
4fpe,,-21.604,-21.073,-8.599,10.999,-2.93
5o0c,,-26.054,-25.833,-7.875,10.374,-2.72
2c2a,,-38.899,-42.356,-13.807,21.438,-4.174
2eft,,-58.408,-59.698,-18.706,26.109,-6.113
6aip,,-49.052,-48.96,-21.459,27.142,-5.776
1s3v,,-48.341,-48.667,-7.202,12.192,-4.665
4qx4,,-26.119,-26.604,-8.044,11.36,-2.832
4uoy,,-11.491,-11.224,-6.11,7.872,-2.03
5gp0,,-28.311,-29.227,-8.533,13.405,-3.957
3drj,,-42.609,-34.225,-46.143,42.251,-4.493
4zsm,,-20.065,-20.584,-1.563,4.485,-2.403
5oty,,-59.761,-58.889,-6.403,10.525,-4.994
1lld,,-59.42,-60.007,-26.428,33.361,-6.346
5lot,,-59.358,-61.054,-15.868,24.181,-6.617
6j1t,,-26.745,-25.993,-2.38,4.731,-3.103
5h9i,,-23.117,-18.714,-14.322,11.738,-1.819
5tux,,-94.411,-91.681,-4.112,9.349,-7.967
5dry,,-62.765,-61.796,-13.51,17.652,-5.111
6sk4,,-38.401,-39.21,-14.367,19.685,-4.509
5f6y,,-15.471,-15.456,-2.574,4.334,-1.775
5x0k,,-31.836,-29.983,-17.387,18.647,-3.114
2ajx,,-35.238,-37.129,-5.307,10.916,-3.719
4o16,,-56.192,-59.377,-17.473,26.623,-5.965
4wh7,,-14.786,-15.538,-3.8,6.426,-1.873
1xq6,,-65.898,-64.587,-36.736,41.633,-6.207
3kxn,,-30.947,-33.263,-1.698,6.661,-2.646
4otk,,-10.967,-12.077,-4.758,7.374,-1.504
6a11,,-18.174,-17.605,-7.331,9.128,-2.365
1w35,,-62.278,-61.351,-21.21,26.095,-5.812
1nhr,,-80.933,-80.443,-28.241,35.011,-7.26
1svz,,-67.471,-62.003,-49.905,50.909,-6.473
1wbp,,-59.014,-42.563,-123.171,113.103,-6.384
6a21,,-55.199,-59.418,-22.492,31.951,-5.239
3p80,,-25.056,-26.321,-4.408,7.949,-2.276
5al0,,-17.237,-16.683,-4.149,6.113,-2.518
2pw0,,-11.577,-10.916,-13.696,15.062,-2.026
3vn2,,-72.226,-73.186,-7.703,15.031,-6.368
5gsn,,-63.959,-65.84,-38.303,46.723,-6.54
3e6b,,-14.888,-14.317,-5.578,7.133,-2.126
4cb4,,-43.662,-40.808,-19.755,21.208,-4.307
1vdc,,-77.445,-81.965,-24.351,36.694,-7.824
3wyq,,-34.148,-30.519,-15.612,15.005,-3.023
4hxp,,-23.467,-22.558,-4.174,5.998,-2.733
5n0w,,-44.851,-42.123,-20.403,21.788,-4.113
1e7v,,-43.899,-43.146,-4.801,7.864,-3.816
2vrb,,-57.984,-54.42,-37.334,39.957,-6.187
5h4i,,-17.289,-17.96,-6.102,8.653,-1.881
5vn0,,-64.896,-65.389,-19.436,26.043,-6.114
5wm5,,-56.927,-56.975,-16.577,21.347,-4.722
6edg,,-33.831,-33.512,-6.209,8.83,-2.94
2rl2,,-40.181,-41.375,-23.847,30.549,-5.508
4yv2,,-49.642,-47.555,-15.359,17.372,-4.1
4z2r,,-79.341,-83.902,-23.731,36.004,-7.711
2r0g,,-48.368,-51.451,-11.025,18.075,-3.966
2ieb,,-73.849,-76.778,-23.326,33.416,-7.16
1qti,,-37.897,-39.264,-7.899,12.961,-3.695
6g96,,-62.193,-61.369,-16.276,21.755,-6.302
4d1z,,-29.752,-30.357,-5.953,9.818,-3.26
4qrf,,-23.414,-23.096,-2.954,5.604,-2.967
4a9o,,-23.462,-22.629,-1.916,3.885,-2.803
5uun,,-28.224,-26.955,-13.169,15.444,-3.544
3v7y,,-21.451,-19.465,-10.316,10.918,-2.588
2jb1,,-104.434,-100.347,-50.479,54.649,-8.257
1icm,,-36.037,-35.893,-5.384,9.274,-4.033
4j6x,,-17.707,-17.384,-7.583,9.541,-2.281
2hvo,,-47.617,-47.907,-7.606,12.008,-4.113
3r1n,,-51.408,-51.083,-10.6,14.776,-4.501
1t2e,,-11.535,-7.213,-13.014,9.925,-1.233
2roy,,-19.756,-19.155,-7.606,9.89,-2.885
6aul,,-34.441,-30.616,-16.398,15.604,-3.032
6fc1,,-30.883,-28.425,-48.003,48.883,-3.339
1v0o,,-36.938,-36.505,-11.3,14.491,-3.624
5x17,,-32.674,-32.964,-15.263,19.637,-4.084
3c3b,,-28.034,-28.693,-10.517,14.593,-3.418
3iid,,-54.861,-56.186,-16.715,23.282,-5.243
3nub,,-38.961,-42.094,-15.106,23.461,-5.221
1v3s,,-32.162,-30.578,-23.519,25.906,-3.97
5jzb,,-24.107,-22.922,-5.548,6.795,-2.432
5wm2,,-26.628,-26.816,-8.475,10.314,-1.651
6c6p,,-79.07,-78.014,-3.412,8.227,-5.871
3oh3,,-40.574,-38.836,-26.013,28.693,-4.419
1o49,,-40.575,-39.937,-14.393,18.603,-4.848
6hf3,,-100.518,-104.8,-22.76,34.167,-7.125
4tqi,,-16.348,-15.842,-2.087,3.832,-2.251
4nmf,,-23.825,-23.28,-12.24,14.118,-2.423
3v4a,,-53.167,-54.082,-4.729,9.516,-3.872
4gss,,-32.632,-33.077,-16.354,21.1,-4.301
2c3c,,-90.839,-91.445,-40.214,48.252,-7.432
4yog,,-57.614,-57.234,-8.07,12.64,-4.95
5htx,,-32.261,-32.641,-11.01,14.858,-3.468
3llf,,-21.935,-23.004,-14.119,18.394,-3.207
5o7d,,-36.3,-32.062,-27.126,26.683,-3.795
2ovh,,-62.31,-61.321,-6.458,10.611,-5.143
2bjf,,-46.711,-45.435,-11.401,14.509,-4.383
1nyw,,-27.535,-26.541,-18.817,21.542,-3.719
2xxv,,-21.382,-20.557,-19.119,21.079,-2.786
4obw,,-44.907,-39.002,-36.905,35.409,-4.408
3vzb,,-50.1,-50.318,-5.935,11.116,-4.963
3g6g,,-88.09,-88.133,-9.778,17.039,-7.218
2duz,,-50.29,-51.165,-5.99,11.031,-4.165
2i1r,,-37.259,-37.457,-3.223,7.474,-4.053
3ubm,,-59.766,-61.592,-15.386,23.627,-6.416
1pke,,-26.232,-27.325,-3.959,7.932,-2.881
1l84,,-16.193,-15.38,-0.25,0.991,-1.554
4bge,,-56.329,-57.219,-11.819,18.409,-5.699
4hxr,,-31.008,-29.237,-5.72,7.334,-3.386
5ita,,-55.121,-54.806,-10.057,14.312,-4.57
5z9f,,-17.583,-18.39,-2.495,5.16,-1.858
5tzj,,-53.95,-51.886,-33.22,36.515,-5.358
3ft8,,-43.573,-43.462,-7.26,11.539,-4.39
5vdb,,-94.625,-95.645,-27.839,38.184,-9.325
5ca6,,-54.804,-54.442,-6.333,10.51,-4.539
6fyl,,-39.984,-39.597,-6.561,9.912,-3.739
1f20,,-69.547,-69.299,-25.355,31.797,-6.69
3zmk,,-27.659,-27.137,-10.975,14.08,-3.627
1dxo,,-17.911,-18.066,-1.45,3.498,-1.892
1vl1,,-8.68,-7.184,-17.135,17.76,-2.121
5bwu,,-30.112,-30.873,-3.199,7.389,-3.429
2o3u,,-47.354,-47.504,-27.781,32.987,-5.057
5kce,,-58.242,-57.592,-7.916,12.033,-4.767
3u6j,,-70.68,-69.419,-11.479,16.315,-6.097
6s7s,,-48.863,-47.705,-16.064,19.973,-5.067
1uyd,,-47.286,-47.892,-3.54,8.825,-4.679
5c8c,,-54.741,-52.24,-5.268,7.56,-4.794
6q73,,-34.015,-33.566,-8.162,11.005,-3.292
3oy1,,-61.76,-61.092,-9.901,14.674,-5.442
1p4a,,-20.542,-19.945,-24.425,27.21,-3.382
1gne,,-22.625,-21.215,-10.557,12.055,-2.908
4gde,,-91.873,-91.977,-29.182,36.541,-7.255
4e9z,,-39.66,-40.081,-4.182,8.43,-3.826
1km2,,-20.612,-19.034,-15.524,16.974,-3.027
3ty5,,-38.213,-38.394,-20.949,25.048,-3.917
1oty,,-17.775,-18.209,-2.078,4.494,-1.983
1m9h,,-72.257,-70.638,-30.549,34.808,-5.877
1k6m,,-48.895,-46.494,-24.686,27.002,-4.717
4ows,,-18.26,-18.314,-5.185,7.501,-2.262
5ivs,,-62.346,-64.176,-8.576,17.053,-6.647
4gdp,,-98.992,-98.266,-35.568,42.095,-7.253
1lo2,,-40.587,-42.708,-4.595,10.253,-3.537
1y5m,,-68.999,-69.921,-20.409,27.648,-6.317
6cbn,,-42.06,-43.685,-27.791,35.052,-5.636
2h92,,-35.677,-28.332,-27.678,23.487,-3.154
1yak,,-20.64,-19.952,-8.749,10.072,-2.01
4w9q,,-39.761,-40.06,-7.411,12.011,-4.301
4epp,,-54.628,-55.247,-20.755,26.462,-5.089
4abw,,-21.145,-20.925,-3.826,6.29,-2.683
3wt7,,-75.172,-71.981,-10.95,13.972,-6.213
1vai,,-20.199,-16.29,-19.652,18.821,-3.079
1tqm,,-34.492,-31.399,-30.129,31.424,-4.387
4ng2,,-54.065,-52.916,-11.929,15.098,-4.319
4oc7,,-41.736,-39.47,-10.749,12.22,-3.737
4w58,,-32.883,-32,-0.314,2.038,-2.607
1ld9,,-98.153,-95.554,-68.195,75.848,-10.252
3gwf,,-87.252,-87.701,-29.936,37.884,-7.499
5gsv,,-85.204,-78.605,-86.648,90.457,-10.407
5tbu,,-20.469,-18.6,-11.556,11.409,-1.722
5irn,,-41.595,-42.072,-15.151,19.638,-4.009
2qk4,,-32.156,-30.404,-18.86,21.397,-4.29
2xp3,,-19.563,-19.22,-6.549,8.722,-2.516
4ia1,,-77.33,-75.227,-9.97,14.26,-6.393
4u0i,,-73.77,-74.181,-6.258,12.907,-6.238
6b2m,,-55.705,-55.705,-23.14,28.981,-5.84
1pbd,,-18.858,-15.48,-11.246,9.746,-1.878
2xhk,,-10.954,-10.983,-7.248,9.284,-2.007
3nd6,,-38.846,-39.296,-18.435,22.826,-3.942
2gqa,,-48.435,-45.127,-20.999,22.178,-4.487
1qo0,,-20.196,-17.814,-7.257,6.508,-1.633
6el9,,-70.892,-71.52,-7.129,13.35,-5.593
2q5s,,-51.22,-50.508,-5.496,9.348,-4.565
3pbv,,-19.093,-17.248,-15.466,16.643,-3.022
6ihd,,-55.336,-54.678,-26.817,31.953,-5.794
5qil,,-50.769,-51.688,-7.019,12.356,-4.419
4leb,,-54.845,-49.421,-30.264,30.626,-5.786
2cmd,,-14.388,-15.091,-16.073,19.052,-2.276
5k63,,-21.501,-21.034,-18.755,20.726,-2.438
3nxt,,-40.947,-41.44,-3.825,8.18,-3.862
3n5o,,-26.981,-28.307,-15.416,20.591,-3.85
2v0i,,-48.169,-45.429,-30.517,32.868,-5.091
4yrf,,-18.375,-18.202,-3.932,5.48,-1.721
1np7,,-82.536,-86.217,-21.747,31.935,-6.508
1m7p,,-6.183,-5.911,-5.068,6.258,-1.462
3k7m,,-93.631,-95.81,-30.643,40.303,-7.481
4p83,,-19.738,-18.227,-20.365,21.838,-2.985
4ww7,,-33.924,-35.315,-11.557,16.303,-3.355
4re8,,-41.615,-41.113,-4.095,7.834,-4.241
3w0r,,-29.016,-29.156,-17.928,22.505,-4.436
3cvk,,-56.15,-55.969,-12.31,17.31,-5.181
3oig,,-49.815,-50.239,-11.407,16.696,-4.866
5dyg,,-36.913,-35.866,-12.573,14.875,-3.35
3gqt,,-28.089,-29.5,-1.004,5.501,-3.086
4ekp,,-20.552,-20.482,-1.424,3.128,-1.774
4kat,,-26.634,-26.933,-10.695,14.676,-3.682
5mj5,,-50.448,-48.51,-6.786,8.989,-4.14
5zw7,,-55.444,-54.674,-17.442,22.734,-6.062
3fzl,,-47.703,-47.997,-15.356,20.246,-4.595
2vg2,,-23.331,-22.352,-18.579,20.397,-2.797
2r0c,,-76.396,-73.053,-31.824,35.876,-7.394
1nut,,-25.422,-25.89,-17.036,21.276,-3.771
3ngn,,-27.931,-26.785,-15.277,17.581,-3.45
3eau,,-20.954,-21.005,-3.962,6.729,-2.714
4hdm,,-15.16,-14.364,-3.139,4.213,-1.87
2v5u,,-52.567,-51.804,-20.204,23.555,-4.114
2e3o,,-82.794,-80.385,-10.954,15.739,-7.194
2qdx,,-68.475,-69.059,-20.425,27.406,-6.397
4y6m,,-58.771,-58.003,-11.919,17.839,-6.687
5ag4,,-35.044,-35.6,-6.125,10.041,-3.361
3f8d,,-84.413,-83.282,-28.192,34.681,-7.619
1wbk,,-66.277,-67.139,-22.917,30.596,-6.816
6r68,,-18.085,-17.217,-2.032,3.664,-2.501
3dhy,,-47.453,-46.123,-16.518,18.68,-3.493
5lgx,,-48.853,-44,-22.987,22.705,-4.572
5kpc,,-43.374,-41.544,-35.152,37.56,-4.239
1n71,,-55.199,-55.241,-17.449,23.56,-6.069
1pjc,,-72.021,-66.828,-45.068,46.094,-6.219
2o5d,,-50.62,-49.969,-4.474,8.764,-4.941
1ywq,,-28.855,-29.482,-4.975,8.794,-3.193
5mku,,-42.925,-40.604,-9.21,10.674,-3.784
2hs8,,-45.062,-42.228,-17.602,18.983,-4.215
4z2u,,-76.758,-80.521,-20.9,32.198,-7.536
4zc9,,-51.718,-51.775,-7.851,13.552,-5.645
4f0e,,-36.796,-36.745,-9.294,12.744,-3.501
4ncr,,-91.834,-93.145,-21.333,29.564,-6.92
4ioq,,-10.235,-9.027,-3.563,3.866,-1.511
6do3,,-62.255,-49.872,-48.058,40.959,-5.284
4xhd,,-57.657,-56.514,-6.175,10.073,-5.041
2yea,,-18.709,-19.172,-4.502,7.274,-2.309
1qd2,,-20.878,-19.463,-8.013,8.374,-1.777
1o4q,,-9.725,-8.366,-10.608,10.918,-1.669
3v9l,,-68.171,-65.72,-33.35,36.895,-5.996
5x1k,,-17.65,-18.165,-5.97,8.887,-2.403
5kvi,,-21.642,-19.135,-16.024,16.522,-3.005
3sjk,,-49.518,-40.971,-64.712,61.301,-5.136
4n9q,,-27.502,-28.464,-2.652,7.238,-3.624
5bva,,-92.585,-89.882,-37.515,42.387,-7.575
